"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"DNAJC13",5.79167667105719e-33,0.261862904068821,0.415,0.239,1.77231097811021e-28
"RB1",6.22622810344388e-33,0.327949655339984,0.688,0.515,1.90528806193486e-28
"CD55",6.60772844525061e-33,0.38391485768419,0.797,0.701,2.02203098153114e-28
"CNTRL",8.17452916573148e-33,0.272167965186063,0.533,0.341,2.50148767000549e-28
"TANK",8.90340989566183e-33,0.292055958054801,0.828,0.661,2.72453246217148e-28
"PFDN5",1.20858018292449e-32,-0.297359795805748,0.176,0.341,3.69837621776724e-28
"PIAS1",1.30938961409018e-32,0.277395092642512,0.885,0.773,4.00686315807737e-28
"PRKAG2",1.35046431198304e-32,0.285744484743889,0.774,0.599,4.13255584109929e-28
"LSP1",1.47139737751609e-32,-0.298487504566739,0.19,0.356,4.502623114937e-28
"CELF2",1.77106744834241e-32,0.275112833045259,0.941,0.887,5.41964349867261e-28
"SMAD2",1.78423952916809e-32,0.266839294374034,0.46,0.278,5.45995138320728e-28
"KLHL2",2.73080456636139e-32,0.269956663107337,0.51,0.327,8.35653505352248e-28
"TAOK3",2.85309859632243e-32,0.278961145328234,0.816,0.676,8.73076701460626e-28
"CERS6",3.12057925919565e-32,0.321564731808446,0.656,0.476,9.54928459106462e-28
"FOXO3",5.1549912513123e-32,0.296946876579159,0.544,0.359,1.57747887281408e-27
"SAMSN1",5.53017098385778e-32,0.38587438297143,0.517,0.341,1.69228762277032e-27
"PLBD1",5.6524368599193e-32,0.308412622642249,0.436,0.259,1.72970220350391e-27
"NF1",7.45853769583626e-32,0.292029721424925,0.5,0.313,2.28238712030285e-27
"SGMS1",7.64310442134569e-32,0.274287238488036,0.502,0.318,2.33886638397599e-27
"R3HDM1",8.08308432436977e-32,0.268151284355163,0.386,0.218,2.47350463410039e-27
"VAV3",8.39702876879116e-32,0.341543101047707,0.643,0.473,2.56957477353778e-27
"SRBD1",8.62241308817452e-32,0.2863389453962,0.354,0.194,2.63854462911228e-27
"SMCHD1",8.80442694451644e-32,0.323136400560021,0.906,0.831,2.69424268929147e-27
"CERT1",9.06249956612105e-32,0.279384717666538,0.666,0.482,2.7732154922287e-27
"ZFHX3",1.028752877508e-31,0.282293040715455,0.493,0.309,3.14808668046223e-27
"NCF2",1.48504220504699e-31,0.26239647287232,0.703,0.506,4.54437765166428e-27
"LARP4B",2.14283897337911e-31,0.251512514212118,0.583,0.391,6.55730154243743e-27
"AGO4",2.27272110614847e-31,0.268969633655221,0.55,0.361,6.95475385692495e-27
"FBN2",2.49024054635292e-31,0.298039142984649,0.28,0.135,7.62038509589458e-27
"SLC36A4",3.1870558127871e-31,0.289705703341742,0.504,0.323,9.75270949270982e-27
"NFIA",3.28574794676586e-31,0.278098183507468,0.28,0.133,1.00547172918982e-26
"CLIP4",8.37460725139285e-31,0.264321235831569,0.423,0.253,2.56271356499873e-26
"LYN",9.60958983441556e-31,0.292096558593737,0.958,0.88,2.9406305852295e-26
"ANKRD17",9.65584076059428e-31,0.276863472791843,0.675,0.502,2.95478383114945e-26
"ATXN7L1",1.12945467206855e-30,0.257841307513833,0.404,0.234,3.45624424199698e-26
"APBB1IP",1.32315917519015e-30,0.282401419841523,0.722,0.574,4.04899939199939e-26
"UBE2D1",1.46286936203946e-30,0.262627434591056,0.427,0.256,4.47652653477696e-26
"MNDA",2.05645760014604e-30,0.324953581992875,0.671,0.492,6.29296590220689e-26
"CREB1",2.60833009565631e-30,0.315637882264971,0.466,0.297,7.98175092571787e-26
"MAP2K1",3.68066732913734e-30,0.261016097604771,0.488,0.308,1.12632100938932e-25
"FMN1",5.96109204940852e-30,0.354561236060574,0.327,0.177,1.8241537780395e-25
"C20orf194",6.34218727453279e-30,0.251883214283087,0.515,0.329,1.94077272787978e-25
"ZDHHC20",7.5204931775582e-30,0.30984144901966,0.716,0.551,2.30134611726458e-25
"AFTPH",7.73436179664633e-30,0.260970312969409,0.564,0.382,2.36679205339174e-25
"CHCHD3",9.67254306213245e-30,0.258482347817928,0.424,0.258,2.95989490244315e-25
