"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"HLA-DPA1",1.76914700328645e-07,-0.729927762024431,0.303,0.752,0.00541376674475688
"MEF2C",2.48996960709793e-07,0.723351762916728,0.97,0.963,0.00761955599468037
"LINC01375",2.69153487254507e-07,0.377670646814359,0.455,0.131,0.00823636586347516
"IFNAR2",2.70967351474314e-07,0.683653454700021,0.909,0.71,0.00829187192246547
"GABARAP",2.74549773303786e-07,-0.699696978556101,0.152,0.612,0.00840149761286916
"SETBP1",3.28209758226856e-07,0.740468946565103,0.939,0.84,0.0100435468115
"PDE4B",3.46582174026906e-07,0.84889725159315,1,0.991,0.0106057611073974
"GSAP",3.55883256749311e-07,0.258126633069661,0.273,0.052,0.0108903835397857
"SRP14",4.45317650984202e-07,-0.652424963338388,0.152,0.604,0.0136271654377676
"SEC61B",4.50568005704166e-07,-0.70964620468588,0.364,0.776,0.0137878315425532
"AL137009.1",4.6549241016824e-07,0.262988289029695,0.212,0.034,0.0142445332435583
"CLNK",5.14772299933721e-07,0.447298065163243,0.212,0.035,0.0157525471502718
"RNASEK",5.80582727468916e-07,-0.663064526089662,0.091,0.547,0.0177664120432763
"UTRN",6.40979879330428e-07,0.722866289254402,0.939,0.912,0.0196146252873904
"ME2",6.68857253939736e-07,0.446828841542601,0.515,0.172,0.0204677008278099
"SUB1",7.38104511418835e-07,-0.669508308891391,0.182,0.634,0.0225867361539278
"MT-CO2",7.48678136541448e-07,-0.617578337301534,0.909,1,0.0229102996563048
"TOMM7",7.86318520632276e-07,-0.639862571983946,0.091,0.558,0.0240621330498683
"EEF2",8.56930135484884e-07,-0.638779873966235,0.091,0.539,0.0262229190759729
"PTPRE",9.15423441267367e-07,0.629003591075381,0.97,0.847,0.0280128727262227
"ATP5MG",9.51325896319621e-07,-0.606358396273858,0.061,0.506,0.0291115237532767
"JAK2",9.72596792529831e-07,0.701651228149224,0.818,0.545,0.0297624344482054
"TXN",1.02034913789462e-06,-0.720994637254423,0.091,0.536,0.0312237039687133
"AKAP9",1.02813701368077e-06,0.583928131980656,0.909,0.809,0.0314620207556451
"SPCS1",1.07985119217105e-06,-0.614950257919726,0.152,0.606,0.0330445263316262
"DOCK8",1.10135164399263e-06,0.637387087159508,0.879,0.609,0.0337024616578185
"VAMP8",1.15024152827056e-06,-0.626068822216681,0.152,0.587,0.0351985410066075
"SENP6",1.21758844433696e-06,0.732331941684275,0.909,0.727,0.0372594239851554
"FCER1G",1.26664333068121e-06,-0.667268430925931,0.121,0.581,0.0387605525621758
"BAZ2B",1.35854293071488e-06,0.581430631942075,0.909,0.657,0.0415727722228061
"MT-ND3",1.5282025642063e-06,-0.612645871355461,0.939,1,0.046764526667277
"COX7C",1.6264369768077e-06,-0.623375180967912,0.03,0.464,0.0497705979272925
"SAMD12",2.03253941489591e-06,0.770924181009568,0.97,0.764,0.0621977386352296
"ENO4",2.12474288606527e-06,0.333607894825905,0.364,0.1,0.0650192570564835
"SEL1L3",2.42948936493172e-06,0.600407789913191,1,0.827,0.0743448040562754
"CLIC3",2.44460357380952e-06,-0.628437929744776,0.061,0.488,0.0748073139621451
