"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NCOA2",8.0677118301263e-05,0.468329374444592,0.839,0.566,1
"EDF1",8.0865638713225e-05,-0.48635690877441,0.065,0.423,1
"PDE7A",8.14234470018872e-05,0.618643924005385,0.677,0.385,1
"COX6C",8.14775037194726e-05,-0.507662918968984,0.065,0.423,1
"CCNY",8.18327052097538e-05,0.464656835233832,0.677,0.403,1
"KCNQ1OT1",8.36716652531629e-05,0.489318889468102,0.387,0.138,1
"STAT5B",8.54431390367449e-05,0.278137860088278,0.355,0.114,1
"USP48",9.09815332879011e-05,0.43535606126087,0.613,0.304,1
"CCNJ",9.12561551182833e-05,0.268140347076544,0.323,0.098,1
"ST3GAL6",9.14836139998994e-05,0.466881500348346,0.548,0.255,1
"COMMD6",9.22270792051265e-05,-0.46005503746193,0,0.339,1
"DOCK10",9.51821498067825e-05,0.701275858138239,0.903,0.754,1
"HLA-DQA2",9.54524767839845e-05,-0.63215933696349,0.29,0.635,1
"CALCRL",9.60644779122104e-05,0.793848356619735,0.645,0.366,1
"MT-ATP8",9.66553943138083e-05,0.8059266524222,0.871,0.689,1
"ATP8B4",9.84558344197512e-05,0.591225467481763,0.806,0.594,1
"ERP29",9.9800398739795e-05,-0.476158345645848,0.129,0.487,1
"EIF2AK4",0.000100585107474668,0.576694148685275,0.677,0.429,1
"ATP5MC3",0.000102909033446463,-0.489419956720969,0.065,0.417,1
"CERT1",0.000104109838798814,0.557719664266046,0.677,0.422,1
"RNH1",0.000105312397252919,-0.470624279172118,0.097,0.452,1
"AP2S1",0.000106323831962419,-0.470323372915758,0.129,0.485,1
"UQCRH",0.000106357196088493,-0.485590129569068,0.129,0.501,1
"PAN3",0.000111091815538812,0.567006858765367,0.871,0.775,1
"NPM1",0.000112138880038259,-0.489802380855982,0.129,0.499,1
"DICER1",0.000112890598425601,0.381088198051957,0.613,0.295,1
"CCDC170",0.000113434774676762,0.321147596739705,0.226,0.055,1
"NEGR1",0.000114085422999548,0.787916290271868,0.774,0.667,1
"FEZ2",0.00011481457175652,0.332944591618604,0.581,0.258,1
"DAPP1",0.000115919539184376,0.483113739941393,0.677,0.39,1
"PRIM2",0.000118525501097779,0.357134244700249,0.387,0.139,1
"FOXP1",0.000118559925491801,0.655648183724566,0.968,0.805,1
"PSME2",0.000120082539806326,-0.586217213058199,0.097,0.447,1
"ATP11A",0.000120501110966632,0.524869642075971,0.71,0.425,1
"LGALS2",0.000120786689346554,-0.527169233320467,0.161,0.51,1
"PANK3",0.00012164991974866,0.328973236789083,0.355,0.12,1
"ZNF280D",0.000122108743378373,0.312876053992149,0.387,0.138,1
"NDUFB8",0.00012340277650668,-0.439970791418598,0,0.33,1
"MAPK14",0.000123414551027473,0.559491937463901,0.677,0.403,1
"SRP14",0.000125739795246697,-0.490643357295353,0.129,0.48,1
"STX7",0.000127129146905969,0.496633791264739,0.806,0.518,1
"SETDB2",0.000137161142260496,0.308879666281853,0.387,0.138,1
"MAP3K5",0.000137285992218175,0.610695009281425,0.806,0.656,1
"RNF13",0.000139204129329425,0.745628924930704,0.774,0.526,1
"PSMB3",0.000142106828225606,-0.458443987555945,0.032,0.369,1
"RAD50",0.000144994717027888,0.395043984778234,0.419,0.168,1
"MBP",0.000156175549510572,0.42875892924823,0.871,0.536,1
"NBPF14",0.00016209287760526,0.324415993922335,0.323,0.106,1
"DCP2",0.000167640036796375,0.428847847278513,0.645,0.333,1
"SRSF3",0.000169547835410733,-0.470039126034552,0.161,0.504,1
"ATP6V0B",0.000170558782220309,-0.463082730159499,0.097,0.439,1
"RIOK2",0.000171244657985322,0.299710426077413,0.258,0.073,1
"CD52",0.000172250833684233,-0.538832150846048,0.129,0.469,1
"TRERF1",0.00017246790321273,0.490924560241402,0.613,0.344,1
"SNRPB",0.000172491723165782,-0.452227047334907,0.065,0.403,1
"JUNB",0.000175079217311049,-0.520355547729745,0.258,0.599,1
"ERMAP",0.000181283904873628,0.257768663004105,0.323,0.103,1
"RHOG",0.000181312962035051,-0.46005503746193,0.097,0.437,1
"MT-ND3",0.000187831478204991,-0.551101226868253,1,1,1
"VPS13B",0.000189167068172089,0.535092300576773,0.871,0.716,1
"MED13L",0.000190972652493831,0.390889153143356,1,0.911,1
"ARHGAP21",0.000192844805532514,0.411114982193117,0.516,0.238,1
"FAM120B",0.000193161068453941,0.395043984778234,0.419,0.168,1
"GNG5",0.000194053349187617,-0.470323372915758,0.129,0.469,1
"ATP8B1",0.000195105627154592,0.459392392354728,0.419,0.177,1
"FCER1A",0.000195766885266779,-0.570645899521841,0.419,0.731,1
"FLNA",0.000204617999581185,-0.485590129569068,0.29,0.623,1
"LAMTOR2",0.000205004514922802,-0.407587617567795,0,0.314,1
"ATP5MF",0.000205614278737304,-0.438969743052792,0.032,0.358,1
"PACRGL",0.00020698242426127,0.281210694137901,0.226,0.059,1
"PLCL2",0.000211921108268916,0.507288632974607,0.839,0.526,1
"PIKFYVE",0.000218660644920922,0.371225723841154,0.677,0.352,1
"BTN2A1",0.000225781548689384,0.312085192011616,0.323,0.108,1
"SSR2",0.000226412116484135,-0.42048330156032,0.065,0.395,1
"FAM111A",0.000227046592480652,0.273718752214566,0.387,0.141,1
"ATP6V0C",0.000228477095730662,-0.439613239847924,0.065,0.395,1
"TOMM6",0.000231430169879142,-0.412749322683574,0,0.311,1
"RAD51B",0.000237877880791347,0.519480859978354,0.645,0.344,1
"MTAP",0.000241605846952241,0.524758558723394,0.419,0.184,1
"RIC1",0.000250662959597798,0.542810296232459,0.71,0.455,1
"AKAP13",0.000269022744617916,0.55393823461757,0.968,0.886,1
"AC053513.1",0.000271934624800639,0.444422351493779,0.355,0.132,1
"NF1",0.000275711741791792,0.680412726165608,0.742,0.507,1
"LINC02391",0.000291390283389822,0.359936710273599,0.258,0.078,1
