"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"OPRM1",3.58394935313492e-11,0.309102377943392,0.327,0.139,1.09672434155282e-06
"ANKRD36B",3.79876703482267e-11,0.30233858597783,0.365,0.164,1.16246070032609e-06
"ABHD15-AS1",3.80644136863152e-11,0.288528101524396,0.308,0.125,1.16480912321493e-06
"FYB1",3.90323464658526e-11,0.486839489833454,0.917,0.782,1.19442883420155e-06
"IQGAP2",4.21320583523387e-11,0.599154060282727,0.904,0.731,1.28928311763992e-06
"XPO1",4.3865898816955e-11,0.358406943998012,0.519,0.285,1.34234036969764e-06
"LCP2",4.58092589427263e-11,0.393118463766079,0.577,0.332,1.40180913290637e-06
"MYCBP2",5.12647478738276e-11,0.442442517751456,0.91,0.76,1.568752549687e-06
"E2F3",5.80599931795774e-11,0.262199368415166,0.212,0.07,1.77669385128825e-06
"CD226",6.15444438443312e-11,0.416884162476269,0.34,0.156,1.88332152608038e-06
"LINC00649",6.18311456560428e-11,0.303083017555769,0.321,0.135,1.89209488822057e-06
"SLC9A9",8.01224423979074e-11,0.598111818001929,0.577,0.37,2.45182685981837e-06
"IL32",8.39785399944917e-11,-0.641635231303015,0.333,0.559,2.56982730237144e-06
"ARHGAP25",9.28451268123809e-11,0.45368501923275,0.673,0.445,2.84115372558567e-06
"UTRN",9.3770283938333e-11,0.472780175741457,0.936,0.847,2.86946445879693e-06
"AC010894.3",1.01669262279016e-10,0.298473083181721,0.436,0.217,3.11118109500017e-06
"S100A6",1.19005705044916e-10,-0.448842953743124,0.109,0.357,3.64169358007947e-06
"ELMO1",1.23462488275402e-10,0.488783573061317,0.853,0.731,3.77807560371557e-06
"DROSHA",1.39120241649825e-10,0.253823303073956,0.288,0.115,4.25721851472629e-06
"ASXL2",1.62208256519231e-10,0.311301050008601,0.423,0.206,4.96373485774499e-06
"RFX3",1.68739632661849e-10,0.540573763599212,0.763,0.574,5.16360149908524e-06
"MAML2",1.78880814165555e-10,0.6492941084699,0.885,0.782,5.47393179428016e-06
"RCSD1",1.82225674667365e-10,0.370789409454928,0.564,0.337,5.57628787049603e-06
"ADAM19",2.00420172365886e-10,0.38874327118459,0.314,0.136,6.13305769456846e-06
"MACF1",2.02327175722176e-10,0.420729898109091,0.712,0.491,6.1914139042743e-06
"ZNF718",2.03415934021009e-10,0.277728546168622,0.288,0.117,6.2247309969769e-06
"RPL36AL",2.06061600281404e-10,-0.416204108271513,0.147,0.396,6.30569103021123e-06
