"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"198","PRKCQ",2.32111084076164e-27,0.53349842123763,0.727,0.448,7.10283128381471e-23
"199","TMEM131L",2.32143785969166e-27,0.571330916715952,0.652,0.394,7.10383199444244e-23
"200","SRGN",2.46617763068467e-27,-0.594736411185696,0.628,0.829,7.54675016765816e-23
"201","MYL6",2.46672499297253e-27,-0.575502766720394,0.273,0.589,7.54842515099523e-23
"202","SLAMF6",3.53624362954086e-27,0.297572258384994,0.255,0.077,1.0821259130758e-22
"203","PLCB1",4.82687167055356e-27,0.755642193503494,0.862,0.792,1.47707099990609e-22
"204","FOS",5.41892970991323e-27,-0.66053695539386,0.046,0.359,1.65824668053055e-22
"205","TIAM2",5.57226133590778e-27,0.355697578427341,0.294,0.098,1.70516769140114e-22
"206","NR3C2",5.67898898909859e-27,0.675659380873673,0.691,0.419,1.73782742055406e-22
"207","PDE7A",8.80095621297172e-27,0.569805526253445,0.84,0.606,2.69318061073148e-22
"208","IL7R",9.97118582401727e-27,0.614104718599329,0.897,0.785,3.05128257400752e-22
"209","TTC17",1.15367157735935e-26,0.605099121477947,0.716,0.468,3.53035039387734e-22
"210","EEF1D",1.81457535860826e-26,-0.519426946989583,0.174,0.493,5.55278205487714e-22
"211","SSR4",2.07171307116991e-26,-0.494256208366968,0.064,0.377,6.33964916908703e-22
"212","RPL36AL",4.95954862607271e-26,-0.522842458502912,0.142,0.456,1.51767147506451e-21
"213","CTSW",7.97858462131739e-26,-0.542528135206281,0.177,0.491,2.44152667996933e-21
"214","CLEC2D",1.02059868698279e-25,0.52358974882614,0.879,0.652,3.12313404203605e-21
"215","MACF1",1.12873009145607e-25,0.530957839515342,0.837,0.613,3.45402695286471e-21
"216","DOCK2",1.24110126489851e-25,0.490125390813716,0.848,0.617,3.79789398071593e-21
"217","PYHIN1",1.72242194579488e-25,0.518977595939002,0.681,0.414,5.2707833963269e-21
"218","MYBL1",1.94938101200675e-25,0.659869777025718,0.84,0.68,5.96530083484186e-21
"219","AC002463.1",1.98274391866723e-25,0.293902148050512,0.259,0.082,6.0673946655136e-21
"220","KANSL1L",2.18988021913148e-25,0.294622458922322,0.238,0.071,6.70125245856424e-21
"221","COX4I1",2.2824802547745e-25,-0.506046938915454,0.131,0.442,6.98461782763545e-21
"222","PFDN5",2.41156375738126e-25,-0.49293015903746,0.128,0.443,7.3796262539624e-21
