"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"576","UBE2D1",7.08795108026628e-30,0.260676387019839,0.428,0.258,2.16898391007228e-25
"577","ATXN7L1",7.20590014867418e-30,0.254744562024876,0.403,0.235,2.20507750449579e-25
"578","CREB1",8.11855687296733e-30,0.315044263072369,0.466,0.298,2.48435958869673e-25
"579","LYN",8.71403916642181e-30,0.287772437210768,0.959,0.885,2.66658312531674e-25
"580","C20orf194",9.47107195838105e-30,0.251706749217381,0.516,0.331,2.89824272998418e-25
"581","FMN1",9.8457796866714e-30,0.354998544487535,0.327,0.178,3.01290704191831e-25
"582","MNDA",2.44124724455972e-29,0.320283166436164,0.673,0.497,7.4704606930772e-25
"583","CHCHD3",3.55263829579983e-29,0.256071580211552,0.425,0.259,1.08714284489771e-24
"584","RAB10",3.90621203868054e-29,0.263991971875112,0.62,0.437,1.19533994595663e-24
"585","HDAC8",5.34988870275326e-29,0.280981583179583,0.376,0.217,1.63711944192952e-24
"586","PPM1L",6.14996629697048e-29,0.358965600994705,0.471,0.307,1.88195118653594e-24
"587","ADAM17",6.65693121533503e-29,0.298984082794308,0.575,0.402,2.03708752120467e-24
"588","AFTPH",7.44752410332129e-29,0.257417563844621,0.564,0.386,2.27901685085735e-24
"589","ZDHHC20",8.18131282509559e-29,0.30543347161311,0.716,0.554,2.5035635376075e-24
"590","AC027097.2",8.24238683740095e-29,0.250101674602093,0.274,0.134,2.52225279611307e-24
"591","VRK2",8.41626693390965e-29,0.280281904739301,0.436,0.271,2.57546184444569e-24
"592","SARAF",9.94331720870814e-29,-0.293795485377464,0.283,0.452,3.04275449903678e-24
"593","LRRFIP1",1.69563390730053e-28,0.296296334915031,0.93,0.895,5.18880931973036e-24
"594","UGGT2",1.87319772378539e-28,0.265523987729896,0.318,0.169,5.73217235455567e-24
"595","CDK19",2.60382671408333e-28,0.25093248191263,0.522,0.342,7.96797012776639e-24
"596","NRG1",2.62939357979202e-28,0.540375037154758,0.274,0.142,8.04620729352157e-24
"597","TMEM154",2.66442032987649e-28,0.263708404088872,0.484,0.316,8.15339265145506e-24
"598","RSRC1",3.06358411155177e-28,0.298605300138678,0.545,0.379,9.37487373975958e-24
"599","SHOC2",3.6607622042112e-28,0.260915960125477,0.637,0.461,1.12022984211067e-23
"600","TTC7A",4.33747888300422e-28,0.250888375189396,0.616,0.439,1.32731191298812e-23
"601","SERF2",8.10109553230116e-28,-0.263639694913195,0.14,0.284,2.47901624383948e-23
"602","NLK",1.05970677543984e-27,0.258750492962367,0.359,0.208,3.24280870352345e-23
"603","CSGALNACT2",1.35703873648666e-27,0.257643766936379,0.723,0.553,4.15267423752284e-23
"604","FCN1",2.22697391936351e-27,0.253121575756533,0.907,0.773,6.81476289064426e-23
"605","UMAD1",2.8103122263176e-27,0.257240990887423,0.307,0.164,8.59983644375447e-23
"606","WDR7",2.84161288205747e-27,0.274938026599163,0.478,0.318,8.69561958038407e-23
"607","TCF12",3.18715834578094e-27,0.289786484538554,0.733,0.609,9.75302325392424e-23
"608","KIAA0825",3.33578026112204e-27,0.271847602069425,0.249,0.119,1.02078211770596e-22
"609","ACSL4",3.85445117312725e-27,0.271188632102838,0.487,0.32,1.17950060348867e-22
"610","TET3",4.37066263790476e-27,0.253176818927898,0.594,0.425,1.33746647382524e-22
"611","IFI30",4.82637053528745e-27,-0.451833519579089,0.491,0.579,1.47691764750331e-22
"612","PRKCE",5.27151371418312e-27,0.279499602820654,0.593,0.429,1.61313591167718e-22
"613","PSTPIP2",6.79461208400981e-27,0.287978059351141,0.51,0.341,2.07921924382784e-22
"614","PHIP",7.85857857292264e-27,0.260746358429953,0.734,0.575,2.40480362910006e-22
"615","MAP4K4",1.02819404594262e-26,0.25787264553431,0.608,0.429,3.14637659998901e-22
"616","MX2",1.15209590789579e-26,0.25987961461242,0.367,0.214,3.52552868775189e-22
