"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"246","CCDC88C",3.82823369319844e-28,0.417531355820683,0.673,0.406,1.17147779245565e-23
"247","TBC1D31",3.86431106776609e-28,0.333830662581726,0.354,0.149,1.1825178298471e-23
"248","DOK6",4.219319138792e-28,0.431792174306631,0.351,0.152,1.29115384966174e-23
"249","CTBP2",4.33935768744269e-28,0.514957874402131,0.708,0.476,1.32788684593434e-23
"250","RPS10",4.97976181428765e-28,-0.446870824974466,0.095,0.37,1.52385691279016e-23
"251","SLC14A1",5.06988801004495e-28,0.33140565078079,0.295,0.111,1.55143642995385e-23
"252","TTC39B",6.34964910718296e-28,0.36436638740384,0.403,0.186,1.94305612328906e-23
"253","LYST",7.03400504171365e-28,0.629726727664596,0.673,0.448,2.15247588281479e-23
"254","AC079793.1",7.47249378071016e-28,0.523385497122321,0.689,0.462,2.28665782183512e-23
"255","DOCK11",8.58838361570747e-28,0.431403158697803,0.681,0.428,2.62813127024264e-23
"256","PPP2R2B",9.85401482529357e-28,0.638019279826104,0.727,0.517,3.01542707668808e-23
"257","RGS3",1.13693428964591e-27,0.271077900274242,0.311,0.121,3.47913261974544e-23
"258","LINC02100",2.05218984180907e-27,0.289430954479665,0.214,0.068,6.27990613491995e-23
"259","NFATC3",2.62982232919594e-27,0.46599102066349,0.732,0.476,8.04751930957249e-23
"260","KLRC3",3.38301980461708e-27,0.433089995163411,0.465,0.238,1.03523789041087e-22
"261","ST6GAL1",3.47366021497811e-27,0.445497064412438,0.562,0.309,1.06297476238545e-22
"262","TRAPPC8",4.3382055798826e-27,0.332097729166665,0.397,0.183,1.32753428949987e-22
"263","SKAP1",4.42599428682963e-27,0.489890387405997,0.992,0.929,1.35439851171273e-22
"264","RPL22",5.2725117431121e-27,-0.456848869141059,0.151,0.43,1.61344131850973e-22
"265","TTC13",5.49809683688766e-27,0.279886950031622,0.303,0.118,1.68247261305599e-22
"266","SUCLG2",1.13455879648935e-26,0.441717502373878,0.692,0.447,3.47186337313707e-22
"267","EEF1D",1.1395092944143e-26,-0.435434242234725,0.114,0.383,3.48701239183719e-22
"268","SNTB2",1.44438519199844e-26,0.28444677376715,0.297,0.115,4.41996312603442e-22
"269","RASA1",1.56073212736997e-26,0.46852088329364,0.489,0.264,4.77599638296483e-22
"270","HLA-E",1.64383769411679e-26,-0.473533585340571,0.768,0.872,5.03030772776679e-22
"271","SAMD9L",1.93467696075929e-26,0.303509481349244,0.314,0.128,5.92030496761952e-22
"272","BBS9",1.94780160983524e-26,0.435582643955821,0.57,0.316,5.96046770625681e-22
"273","ERBIN",4.00375394747472e-26,0.480957355871284,0.768,0.568,1.22518874546674e-21
