"","X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"222","EIF3F",2.53444008624341e-09,-0.497322617567009,0.103,0.473,7.75564010791346e-05
"223","CLIC1",2.55515481910767e-09,-0.542422507104205,0.059,0.426,7.81902926195139e-05
"224","ALOX5AP",2.65503473426152e-09,-0.736155352941816,0.132,0.492,8.12467179031367e-05
"225","NDUFA4",2.6640378387357e-09,-0.531316068124506,0.074,0.441,8.15222219031511e-05
"226","AKAP9",2.78626444146471e-09,0.533176561728161,0.897,0.706,8.52624781732615e-05
"227","EDF1",2.98066116397443e-09,-0.489161538399513,0.059,0.423,9.12112122787815e-05
"228","SRGN",3.25743380277339e-09,-0.752355497670062,0.456,0.776,9.96807317986684e-05
"229","GNAI2",3.61874815503146e-09,-0.522485449308028,0.191,0.567,0.000110737312292118
"230","LDLRAD4",3.7018667622843e-09,0.609099945174619,0.912,0.716,0.000113280824792662
"231","TRMT13",4.2178559147864e-09,0.293179044312543,0.279,0.077,0.000129070608848379
"232","DOCK2",5.19081722346916e-09,0.509488133268108,0.956,0.852,0.00015884419785538
"233","PSME1",5.21391441533125e-09,-0.496206011105622,0.044,0.399,0.000159550995023552
"234","SNHG29",5.46046823180039e-09,-0.481952963125098,0.029,0.38,0.000167095788361324
"235","SUB1",5.54786422353658e-09,-0.521685016945235,0.265,0.642,0.000169770193104443
"236","TUBA1B",6.53147883560685e-09,-0.511138186186876,0.059,0.421,0.000199869783848405
"237","TBC1D9",7.1655199093958e-09,0.57900695184637,0.75,0.475,0.000219272074747421
"238","NPC2",7.35913601597486e-09,-0.620805897747284,0.265,0.593,0.000225196921224847
"239","ZEB2",8.15198421937581e-09,0.690085258324301,0.912,0.877,0.000249458869097119
"240","IQGAP2",9.03579513894024e-09,0.628080827431321,0.912,0.745,0.00027650436704671
"241","MT-ND3",9.26271854470429e-09,-0.605520956359008,0.971,1,0.000283448450186496
"242","LAMTOR4",1.15704197414352e-08,-0.462281897141923,0.015,0.352,0.000354066414507659
"243","NCL",1.1825524247988e-08,-0.52768709006597,0.235,0.58,0.00036187286751268
"244","TXN",1.2786314265881e-08,-0.571782695638896,0.088,0.437,0.000391274002850224
"245","CALM1",1.55152542257659e-08,-0.562577617856064,0.191,0.544,0.000474782294562662
"246","AL034397.3",1.74921421175516e-08,0.25299730968351,0.235,0.061,0.000535277040939197
"247","CIITA",1.87006694413649e-08,0.653102664612403,0.779,0.572,0.000572259185575206
"248","SPCS1",1.99973814664811e-08,-0.49857008417382,0.088,0.439,0.000611939870255787
"249","SLC25A3",2.04094397924649e-08,-0.487033406634232,0.162,0.506,0.000624549267089218
"250","SETD5",2.05145649717207e-08,0.370934957893856,0.662,0.34,0.000627766202699625
"251","RHOA",2.15663091854525e-08,-0.480262634822897,0.191,0.554,0.000659950627384031
"252","CCDC88A",2.25894747576751e-08,0.486721659387692,0.985,0.923,0.000691260517059617
"253","NPM1",2.80021344772609e-08,-0.465998113575379,0.132,0.489,0.000856893317138662
"254","NDUFA13",3.20467589325312e-08,-0.467175730416576,0.088,0.426,0.000980662870094387
"255","SRSF5",3.29495336181085e-08,-0.501481649304969,0.191,0.539,0.00100828867824774
"256","EIF4A1",3.3633874239181e-08,-0.53098252613186,0.279,0.624,0.00102923018559318
"257","ANTXR2",3.41847784961391e-08,0.74792751156605,0.853,0.7,0.00104608840676035
"258","MBP",3.42344462997482e-08,0.450444871502996,0.824,0.519,0.00104760829121859
"259","VPS50",3.47992686756564e-08,0.475104795063831,0.515,0.239,0.00106489242074376
"260","SNHG6",4.2778640411237e-08,-0.462053405687393,0.074,0.406,0.00130906917522426
"261","MIR181A1HG",4.36636524525354e-08,0.681618542495883,0.838,0.657,0.00133615142870004
"262","COPE",4.37869021874261e-08,-0.458755937480242,0.088,0.422,0.00133992299383743
"263","ASXL2",4.59228414120259e-08,0.429481236042166,0.5,0.231,0.0014052848700494
"264","MEF2C-AS2",5.27947144307757e-08,0.302201556776992,0.25,0.071,0.00161557105629617
"265","AIF1",5.71004066933289e-08,-0.551850474875377,0.044,0.368,0.00174732954522256
"266","USP15",5.76078640856439e-08,0.49089924833401,0.956,0.882,0.00176285824888479
"267","LILRA4",5.95392004570992e-08,-0.574199843231912,0.059,0.383,0.00182195907318769
"268","CALM2",7.18746958354317e-08,-0.516183609407449,0.382,0.677,0.00219943756726005
"269","CD37",8.24654946249952e-08,-0.456888243014058,0.132,0.475,0.00252352660101948
"270","GZMB",8.28638383328695e-08,-0.853659513374105,0.162,0.475,0.00253571631682414
"271","CHCHD2",8.65429458350048e-08,-0.452474353091399,0.118,0.452,0.00264830068549698
"272","UBR2",8.93183405893682e-08,0.43730487755207,0.632,0.362,0.00273323054037526
"273","BMP2K",9.4793606037361e-08,0.565462249967675,0.603,0.324,0.00290077913834928
"274","SRGAP2",1.00803559428603e-07,0.503436173880273,0.706,0.463,0.00308468972207468
"275","CLEC12A",1.04877629635921e-07,0.575272903447543,0.544,0.293,0.00320936034448883
"276","TBC1D5",1.08834221841863e-07,0.57295407519401,0.926,0.818,0.00333043602258285
"277","SET",1.09639590386858e-07,-0.452617203613751,0.162,0.487,0.00335508110542825
"278","MBNL1-AS1",1.10829276520539e-07,0.293340749700208,0.235,0.066,0.00339148669080502
"279","RELCH",1.12879496878103e-07,0.469907666003543,0.588,0.316,0.00345422548396683
"280","AC053513.1",1.21088310789874e-07,0.360489768943661,0.397,0.157,0.00370542339848094
"281","MT-ATP8",1.28516522069232e-07,0.767466809821497,0.765,0.55,0.00393273409184056
"282","P2RY14",1.31109484779698e-07,0.892522185969941,0.632,0.446,0.00401208134374353
"283","PARK7",1.35855246169002e-07,-0.442999328780522,0.147,0.477,0.00415730638801764
"284","SNHG5",1.36677520653291e-07,-0.484714690091607,0.132,0.453,0.00418246880951137
"285","TLE5",1.45349171439847e-07,-0.421754006902177,0.044,0.354,0.00444782999523075
"286","ARPC2",1.4878295869896e-07,-0.476941227325618,0.412,0.711,0.00455290731914686
"287","PSAP",1.62233535063835e-07,-0.491340788433406,0.426,0.754,0.00496450840648842
"288","VRK2",1.65633059274901e-07,0.535977044462838,0.662,0.385,0.00506853724687126
"289","CLCN5",1.6994197449963e-07,0.529170927389363,0.632,0.365,0.00520039436166316
"290","DST",1.75353661183567e-07,0.647576436715334,0.662,0.43,0.00536599738587833
"291","COX6C",1.84555320370337e-07,-0.433197646256869,0.074,0.393,0.00564757735865267
"292","SNX29",1.92400635898604e-07,0.492514587606075,0.721,0.457,0.00588765185913317
