Gene name	Mouse gene name
PLSCR3	Plscr3
RNU6-229P	Gm25828
RNU6-229P	Gm54560
RNA5SP231	
RNU6-973P	
RNU6-832P	
ANKHD1	Ankhd1
TMEM191B	Tmem191
RNU6-313P	Gm55126
GAGE13	
RNA5SP234	
RN7SL869P	
RNU6-849P	
RN7SL35P	
LINC02326	
RNU6-274P	
RNU6-10P	Gm25450
RN7SKP129	
MIR4652	
RNU4-16P	
RNU6-956P	
MAGT1	Magt1
RN7SKP104	Gm55278
MIR5692A1	
MIR5692C2	
RNA5SP235	
RNU6-532P	
RNU6-364P	
RN7SL478P	
RNU7-188P	
MIR591	
PI4KAP1	
RN7SL252P	
RNU6-864P	
RNU6-1104P	Gm54874
MECOM	Mecom
DOLK	Dolk
RNA5SP236	
SNORA25B	
RPS2P5	
RNU6-581P	
RN7SKP277	
RNA5SP241	
NUP188	Nup188
LINC02359	
RNU6-517P	
MIR4653	
RNA5SP237	
RNU1-29P	Gm22847
RNA5SP240	
MIR3654	
RNU6-223P	Gm55918
RNU6-92P	
RNU6-1154P	
RNU6-797P	
RN7SKP223	Gm55951
RN7SKP223	Gm55407
RN7SKP223	Gm54462
PIGBOS1	Pigbos1
MIR4468	
RNU6-911P	
RNU1-72P	Gm22847
RNU11-5P	Rnu11
RNU1-82P	
RNU1-58P	
RNU6-1234P	
HSPA2-AS1	
RNU4-74P	
PIGB	Pigb
RNA5SP247	
RNA5SP248	
PPP1R36	Ppp1r36
RN7SL76P	
RN7SKP174	
MIR3907	
LINC02388	
MPLKIP	Gm7102
MPLKIP	Mplkip
LGI3	Lgi3
LINC01628	
HIGD1AP4	
LINC00261	
THUMPD3P1	
CUX2	Cux2
SUGCT-AS1	
RN7SKP131	
RIMBP3	Rimbp3
STK17B	Stk17b
NUP50P1	
PLEKHG3	Plekhg3
VARS1	Vars
SUSD2P2	
HBP1	Hbp1
FAM246B	B830017H08Rik
CA15P2	
PPP1R26P2	
MAPK10	Mapk10
PELATON	
GABRQ	Gabrq
MIR628	Gm56102
LINC01637	
RSL24D1	Rsl24d1
THAP7-AS1	
TUBA3FP	
SLC18A3	Slc18a3
SLC7A4	Slc7a4
ZNF248	Zfp248
SNHG11	
LINC00507	
BMP1	Bmp1
RPS21P2	
TMEM256	Tmem256
LRRC57P1	
MGAT5	Mgat5
MAGEA2B	Magea13
NLGN2	Nlgn2
MIR5695	
SPTB	Sptb
FARSA	Farsa
SLC6A5	Slc6a5
RPL21P103	
RPL12P32	
RBMS2P1	
SPEM1	Spem1
CRAT	Crat
LSM2	Lsm2
SPEM2	Spem2
NCOA4	Ncoa4
CPM	Cpm
SPEM3	Spem3
CDK7P1	
ARPP19P2	
RPL21P34	
TMEM102	Tmem102
C2orf80	D630023F18Rik
FGF11	Fgf11
HSPA1L	Hspa1l
HSPA1A	Hspa1b
HSPA1A	Hspa1a
GUSBP11	
MAGEA12	Magea13
HSPA1B	Hspa1b
HSPA1B	Hspa1a
CHP1	Chp1
GPR22	Gpr22
RNA5SP284	
MAGEA2	Magea13
DUX4L50	
MIR4477B	
FRG1JP	
PPP1R3A	Ppp1r3a
DYNC2I2	Dync2i2
MIR7855	
POMT2	Pomt2
RPL36P13	
DHCR24	Dhcr24
CHRNB1	Chrnb1
FARSB	Farsb
SEMA4D	Sema4d
RNA5SP238	
MIR3666	
BLACE	
GRIK4	Grik4
LINC03010	
RGL4	
EN2-DT	
ANKHD1-EIF4EBP3	
EN2	En2
VPS51P3	
FARSA-AS1	
MIR6515	
LINC01257	
CSAG3	
RWDD4P2	
RN7SL496P	
OIP5	Oip5
CDK13-DT	
RAD23A	Rad23a
SUGCT	Sugct
MAGEA6-DT	
CETN2	Cetn2
DAO	Dao
JPT1P1	
NUSAP1	Nusap1
NSDHL	Nsdhl
HNMT	Hnmt
DRGX	Drgx
EIF5AL1	Eif5a
HMX2	Hmx2
PARG	Parg
SNORD48	Gm25744
SNORD52	Snord52
EHMT2-AS1	
ZBTB12	Zbtb12
PNMA5	Pnma5
CSNK2B	Csnk2b
EIF4EBP3	Eif4ebp3
TMEM88	Tmem88
EIF2S3	
CYB5D1	Cyb5d1
HAUS1P1	
RPL36P11	
LINC01450	
MTCO1P44	
NDUFA2	Ndufa2
LINC01449	
DNER	Dner
GADD45GIP1	Gadd45gip1
ZNF70	
SCARNA21	Gm22442
VPREB3	Vpreb3
CLEC5A	Clec5a
KLHL15	Klhl15
C22orf15	Gm867
TRAPPC1	Trappc1
TMEM150B	Tmem150b
LAMA5-AS1	
DND1	Dnd1
PHKA1P1	
RPL27P7	
MTM1	Mtm1
RAD52P1	
LCDR	
EWSR1	Ewsr1
SDCBP2-AS1	
HARS2	Hars2
COL24A1	
MAS1	Mas1
COPS8	Cops8
FZD8	Fzd8
CNTROB	Cntrob
IGF2R	Igf2r
TIAL1	Tial1
CCDC63	
CSTPP1	Cstpp1
EMILIN3	Emilin3
LINC00654	
KMT5C	Kmt5c
TAS2R38	Tas2r138
RNU6-102P	
GPR37	Gpr37
LINC01729	
RPS18P1	
LINC03043	
GPCPD1	Gpcpd1
FDPSP7	
DDX5P1	
RPL7AP43	
DTX2P1-UPK3BP1-PMS2P11	
NDUFAF1	Ndufaf1
MAP3K13	Map3k13
DTX2P1	
ZNF510	
UPK3BP1	
PMS2P11	
AIRN	
RNU6-1169P	Gm23402
RNU6-1169P	Gm23731
CHP1P2	
ITPKA	Itpka
PMS2P9	
SLC22A1	Slc22a1
RBAK-RBAKDN	
ASTN2	Astn2
EIF4EP1	
LIME1	Lime1
COX6B2	Cox6b2
RBAKDN	
SLCO1B3-SLCO1B7	
RNF216P1	
LTK	Ltk
RPS15AP13	
NANOGNBP1	
C20orf181	
ABHD16B	Abhd16b
GARIN5B	Garin5b
TPD52L2	Tpd52l2
CFAP221	Cfap221
SLC16A9	Slc16a9
TFEB	Tfeb
IL11	Il11
PPIAP91	
MSRB3-AS1	
NLGN3	Nlgn3
FAM107B	Fam107b
SNORD68	Snord68
COPS6	Cops6
CPNE7	Cpne7
GUCY2D	Gucy2e
TMEM190	Tmem190
NDUFA5P6	
OR4N5	Or4n5
OR4E2	Or4e2
MIR624	
BTBD6	Btbd6
NLRP14	Nlrp14
OR11H4	Or11h4
OR11H4	Or11h4b
ABTB3	Abtb3
TMEM238	Tmem238
VEPH1	Veph1
ATL1	Atl1
RPL28	Rpl28
RNU6-1306P	
GPX7	Gpx7
RCOR2	Rcor2
ALOX15B	Alox8
PHYHIP	Phyhip
RPAP1	Rpap1
COCH	Coch
SLC44A3	Slc44a3
NAA40	Naa40
LINC01953	
RPS16P3	
POLR3D	Polr3d
MIR25	Mir25
MIR93	
MIR106B	Mir106b
MORF4L1P5	
PRXL2CP1	
CDK10	Cdk10
LAS1L	Las1l
MIR6805	
UBE2S	Ube2s
UBE2S	Gm2296
ZMAT2	Zmat2
AP4M1	Ap4m1
RNU6-45P	
COX8A	Cox8a
ISOC2	Isoc2b
ISOC2	Isoc2a
RAPGEF4	Rapgef4
PCDHA1	Pcdha1
ALOXE3P1	
MACROD1	Macrod1
ALOX12B	Alox12b
ELOCP2	
TYRO3	Tyro3
SLC49A4	Slc49a4
CEP83-DT	
LINC02463	
RPS6P20	
FAM32EP	
GGTA1	
LINC02368	
ZNF628-DT	
NAT14	Nat14
CHST2	Chst2
MIR4314	
LINC02824	
HES7	Hes7
C9orf152	D630039A03Rik
PIWIL2-DT	
PCDHA2	Pcdha2
LRRC26	Lrrc26
ZIC4-AS1	
PIWIL2	Piwil2
OMD	Omd
PCDHA3	Pcdha3
SSC5D	Ssc5d
LCN8	Lcn8
PCDHA5	Pcdha5
DNAJC5	Dnajc5
MYL2	Myl2
PCDHA6	Pcdha6
STIP1	Stip1
NHS	Nhs
PER1	Per1
DKFZP434A062	
SEMA5B	Sema5b
GPSM1	Gpsm1
C6orf118	1700010I14Rik
RNU1-134P	
MIR941-1	
MIR941-2	
MIR941-3	
MIR941-4	
MIR941-5	
UCKL1	Uckl1
RNA5SP226	
RNU6-730P	Gm55124
SBK2	Sbk2
NEU1	Neu1
RPL7P54	
LPAR4	Lpar4
SBK3	Sbk3
ZNF579	Zfp579
NT5DC1P2	
LINC02352	
PCDHA7	Pcdha8
PCDHA7	Pcdha7
PHF6	Phf6
FIZ1	Fiz1
KLF13	Klf13
STRN3	Strn3
LINC02370	
PCDHA8	Pcdha6
COPS5P2	
MIR1914	
MIR647	
UCKL1-AS1	
PCDHA9	Pcdha8
PCDHA9	Pcdha7
ZNF524	Zfp524
UBE2CP4	
ZNF512B	Zfp512b
ZNF784	Zfp784
RPL21P116	
RNU6-415P	
ATXN2-AS	
PCDHA10	Pcdha9
LINC01362	
RASGRF1	Rasgrf1
KRT18P20	
ZNF580	Zfp580
SAMD10	Samd10
KIAA0930	5031439G07Rik
LINC02166	
SPATA2L	Spata2l
ZNF581	
ACTG1P18	
PKN2	Pkn2
RPH3A	Rph3a
RN7SL366P	
PPIAP17	
RPLP0P1	
PTPRT-DT	
CCDC106	Ccdc106
VPS9D1	Vps9d1
SEL1L2	Sel1l2
PCDHA11	Pcdha11
HIGD1AP17	
POMT1	Pomt1
RPL21P5	
RNU6-541P	Gm22335
ACTN1	Actn1
VPS9D1-AS1	
PRR3	Prr3
CHMP1A	Chmp1a
EPN1	Epn1
SFR1	Sfr1
MIR1249	
HPRT1	Hprt
UPK3A	Upk3a
RPL21P77	
MRPL57P7	
RN7SKP85	
LINC03046	
CBX1P5	
OGA	Oga
MIR599	
MIR875	
RN7SL350P	
RNU6-278P	Gm23856
MACROD2	Macrod2
MIR877	Mir877
PPP1R10	Ppp1r10
COX6C	Cox6c
FAM118A	Fam118a
RPL36AP54	
MIR450B	Mir450b
MIR450A1	Mir450-1
MIR450A2	Mir450-2
MIR542	Mir542
MIR503HG	
DAB1-AS1	
MIR6883	
LSP1	Lsp1
TMEM107	Tmem107
ATR	Atr
PCDHA13	Pcdha12
NLRP9	Nlrp9a
NLRP9	Nlrp9b
NLRP9	Nlrp9c
MIR503	
MIR424	Mir322
LINC00629	
MTCO1P21	
PLAC1	Plac1
LINC01364	
CTF1	Ctf1
MIR4422HG	
SNORD118	Gm24208
SNORD118	Snord118
MIR4521	
BORCS6	Borcs6
RPL21P133	
RPS7P12	
PDZD9	Pdzd9
RNU4-44P	
PABIR2	Fam122b
RN7SKP109	
RFPL4AL1	Rfpl4
ABCD3	Abcd3
RFPL4AP1	
SMC1B	Smc1b
AIMP1P1	
RN7SL864P	
FLRT3	Flrt3
CNPY4	Cnpy4
CTSH	Ctsh
RMDN1	Rmdn1
PCDHAC2	Pcdhac2
GAMT	Gamt
USP10	Usp10
AURKB	Aurkb
RNU6-228P	Gm22618
RNF11P2	
MACROD2-IT1	
MRPS18B	Mrps18b
RPS10P2	
MACROD2-AS1	
RNU6-1159P	Gm54550
RNU6-115P	Gm54550
RNA5SP475	
ENSAP1	
MROH8	Mroh8
MBLAC1	Mblac1
L3MBTL1	L3mbtl1
RIBC2	Ribc2
RPL7P60	
PCDHB1	Pcdhb1
TLX3	Tlx3
TRAPPC14	Trappc14
C6orf136	2310061I04Rik
RN7SL339P	
RPSAP71	
SNORA70J	
RPL10P8	
MIR3912	
FGF18	Fgf18
FBLN1	Fbln1
DAZAP1	Dazap1
SEPTIN10	Septin10
FOXI1	Foxi1
ATP2C2	Atp2c2
KRT18P41	
LINC01187	
MROH7-TTC4	
KCNMB1	Kcnmb1
DHX16	Dhx16
MRPS18CP7	
RNA5SP505	
MIR4658	
KCNIP2	Kcnip2
LCP2	Lcp2
GAL3ST4	Gal3st4
PHF8	Phf8
NTAN1P2	
ALG14	Alg14
SLC2A3P4	
GPC2	Gpc2
CPNE3	Cpne3
ZZZ3	Zzz3
PFAS	Pfas
LINC02356	
DLX2-DT	
P2RX7	P2rx7
C19orf25	2310011J03Rik
METAP1D	Metap1d
STAG3L5P-PVRIG2P-PILRB	
RPN2	Rpn2
RTP1	Rtp1
RPL7AP25	
RN7SL477P	
SAP30P1	
PVRIG2P	
ABCF1	Abcf1
LINC01014	
MIR6840	
MBD3	Mbd3
PPP1R35	Ppp1r35
ACTG1P23	
SLC33A1	Slc33a1
CBY1P1	
HARS1	Hars
PPP1R35-AS1	
C16orf46	1700030J22Rik
TBR1	Tbr1
SPACDR	
RNU6-393P	
MIR3609	
RNF14P3	
CYP51A1-AS1	
LINC01589	
YIPF1	Yipf1
RNU6-1161P	Gm23117
MIR4762	
ZNF200	Zfp65
CSDC2	Csdc2
MIR1285-1	
TUBB3P2	
C22orf42	
RPL28P1	
CDK6	Cdk6
PDXP	Pdxp
MIOXP1	
MTCH2P1	
RASA2-IT1	
UBE2Q2P10	
CCDC117	Ccdc117
PCBP2P4	
EIF2AK1P1	
GOLGA2P1	
OR7E96P	
RPL32P8	
SLC25A35	Slc25a35
LINC01994	
HMGN2P13	
FIGN	Fign
ANKUB1	Ankub1
MIR548I3	
RPS3AP31	
RNF121	Rnf121
FAM85B	
SPATA48	Spata48
CNGB3	Cngb3
KLF2P2	
HNRNPCP9	
MTND2P19	
KATNBL1P2	
EDDM3CP	
SNRPA1P1	
RPSAP27	
KIAA1549	D630045J12Rik
NGRNP1	
WWTR1-IT1	
LINC01832	
TM4SF4	Tm4sf4
LDLRAD1	Ldlrad1
RANGRF	Rangrf
SPP2	Spp2
XBP1	Xbp1
APC2	Apc2
PSMG3P2	
PPIAP73	
GHSR	Ghsr
MKRN3	Mkrn3
SNRPCP3	
SNRNP40P1	
PA2G4P4	
CST13P	
NDUFB4P1	
ARHGEF15	Arhgef15
SGSM1	Sgsm1
GPR149	Gpr149
FGF7	Fgf7
SFTPC	Sftpc
CSTP1	
ATP5MGP5	
NCOR1P1	
LUC7L	Luc7l
TIPARP	Tiparp
ALDH7A1P2	
ANKRD20A21P	
BMS1P19	
TUBBP8	
ZNF285DP	
GJB4	Gjb4
HMGN2P5	
BPIFA4P	
NCAPGP2	
LINC02525	
PYGO1	Pygo1
DEFB122	
PPP4R1L	
TMEM125	Tmem125
PPIAP66	
	Gm22784
ODF4	
FAM135A	Fam135a
RNU6-72P	
VINAC1P	
MIR3165	
GNB5	Gnb5
RPL27AP4	
EXTL2P1	
LAMTOR1	Lamtor1
SOHLH1	Sohlh1
DMRTA2	Dmrta2
GPNMB	Gpnmb
MIR4435-2HG	
PSMC4	Psmc4
RPL26	Rpl26
MALINC1	
RPL4P4	
HIVEP3	Hivep3
RPL21P42	
PAQR9-AS1	
KCNT1	Kcnt1
OR7E53P	
FAM120C	Fam120c
LINC00880	
KNDC1	Kndc1
HMGB1P45	
LINC02877	
RPEP6	
FOLR1P1	
PURA	Pura
FAF1-AS1	
EI24P1	
MTND4P11	
FGFR3P4	
PPIAP75	
ATP13A4-AS1	
ADIPOQ-AS1	
PHOX2A	Phox2a
IGIP	Igip
YEATS2-AS1	
SETP14	
CYSTM1	Cystm1
BCAR3	Bcar3
OPA1-AS1	
SST	Sst
SLC16A14P1	
PRICKLE2-DT	
RPL37P24	
OXR1-AS1	
RPL7AP71	
NYX	Nyx
TAGLN2P1	
CLSTN2	Clstn2
RNU7-84P	
ABRA	Abra
RNU7-43P	
PPIAP52	
RFPL1	
TMEM185A	Tmem185a
FZD3	Fzd3
PFDN1	Pfdn1
CCDC42	Ccdc42
SLC22A18	Slc22a18
RPS26P45	
LINC01311	
LINC02405	
FRG1CP	
CLTCL1	
MFSD6L	Mfsd6l
PIK3R6	Pik3r6
NMNAT1P3	
GABPB1	Gabpb1
TMEM132D	Tmem132d
KLHL24	Klhl24
MIR4288	
RNA5SP259	
EXTL3-AS1	
INTS9	Ints9
SRP19	Srp19
SLC25A13	Slc25a13
ZNF75A	
FGF8	Fgf8
RBMX2	Rbmx2
TMEM116	Tmem116
MTCO1P45	
MTND1P27	
PIK3R5-DT	
NTN1	Ntn1
ADAM23	Adam23
TAS2R4	Tas2r108
XPO6	Xpo6
VN1R96P	
GPR34	Gpr34
OR7D1P	
STX8	Stx8
OR7E18P	
OR7H1P	
ZNF699	
CCM2	Ccm2
RTP4	Rtp4
PHLDA2	Phlda2
ZNF560	Zfp78
DACH2	Dach2
SNORA54	Gm23297
MTCO3P21	
TBCAP2	
EEF1A1P45	
RPL23AP65	
BARHL2	Barhl2
WWTR1-AS1	
RPL21P97	
LINC02036	
SWAP70	Swap70
OAZ1P1	
WFDC6	
GFRA1	Gfra1
AP4S1	Ap4s1
ZSCAN5DP	
CNN3	Cnn3
SNAP25-AS1	
REEP5	Reep5
EDDM13	Epp13
ROS1	Ros1
IL17RD	Il17rd
ZSCAN5A-AS1	
CFAP52	Cfap52
VN2R17P	
SNAP25	Snap25
SLC25A36P1	
OOSP1P1	
ZNF582-DT	
ELF4	Elf4
ZNF583	Zfp583
VAV3	Vav3
XBP1P1	
ZRSR2P1	
SPOPL	Spopl
MBLAC2	Mblac2
DIAPH2	Diaph2
DGCR8	Dgcr8
TBX3-AS1	
LINC02329	
POLR3G	
RN7SKP50	
LINC00911	
LINC02709	
COL5A3	Col5a3
SLC17A8	Slc17a8
FLRT2	Flrt2
RNU7-28P	
RNU1-19P	
LINGO1	Lingo1
MMRN2	Mmrn2
ADM-DT	
LINC01854	
RPL17P15	
RPL19P18	
ADM	Adm
MIR7843	
INTS9-AS1	
RPL36AP32	
RPL36P3	
Metazoa_SRP	Gm55851
USP43	Usp43
PAPOLA	Papola
RPS20P12	
TOMM6	Tomm6
POFUT1	Pofut1
GALNT5	Galnt5
IKBKB	Ikbkb
SNCG	Sncg
LINC02376	
COL4A6	Col4a6
LINC02460	
ST13P3	
STAC3	Stac3
LYSMD3	Lysmd3
C15orf48	AA467197
ZNF205	Zfp13
RNU6ATAC17P	
NANP	Nanp
ZNF337-AS1	
ADIRF-AS1	
ADIRF	
LINC00896	
KRT18P46	
SMIM45	Smim45
PTPRK	Ptprk
RN7SL633P	
PAFAH1B1P2	
SMTN	Smtn
LINC01202	
RN7SL594P	
MED28P7	
ZNF337	Zfp78
LINC01790	
RNU6ATAC33P	
ACRP1	
MIR4485	
RNF141	Rnf141
TMEM163	Tmem163
GABRG2	Gabrg2
HAPLN3	Hapln3
CRYGN	Crygn
BMS1P3	
VN1R108P	
FAM182B	
AGAP11	
DNAJC13	Dnajc13
GLP2R	Glp2r
FAM25A	Fam25c
MIR7154	
SPAG16-DT	
KRT18P47	
ACAN	Acan
RNU6-529P	Gm24919
ZNF92	
SHLD2	Shld2
RDH8	Rdh8
BSNDP1	
BSNDP2	
LDHD	Ldhd
LY75-CD302	
CEP250	Cep250
BRAP	Brap
MIR5589	
RN7SL733P	
SHFL	Shfl
WDR86	Wdr86
RAB18	Rab18
LINC02690	
FLYWCH1	Flywch1
CRY2	Cry2
RN7SKP187	
ZNF277-AS1	
NPM1P45	
RCVRN	Rcvrn
MTND5P8	
MTND6P24	
MTCYBP24	
RPS27AP1	
EEF1A1P11	
LINC02415	
LINC01361	
LINC02373	
IFRD1	Ifrd1
PPAN-P2RY11	
CHPT1	Chpt1
MYH13	Myh13
RPS20P5	
DPYD	Dpyd
SELENOM	Selenom
CLEC18C	Clec18a
INPP5J	Inpp5j
PPAN	Ppan
TLCD4	Tlcd4
PRICKLE2-AS2	
KIAA1328P1	
EEF1A1P23	
ALG1L15P	
COX6A1P5	
MYHAS	
CHURC1	Churc1
LINC01891	
TPT1P2	
MTND2P20	
RPL17P37	
HGD	Hgd
PSMD14-DT	
RN7SL484P	
MYH8	Myh8
SNORD105	Gm24067
SNORD105B	Gm23008
P2RY11	
SNRPF-DT	
LRRC8D	Lrrc8d
LINC02393	
RPL15P5	
LINC02398	
MAPK8IP1	Mapk8ip1
TBX3	Tbx3
EIF3G	Eif3g
RNA5SP402	
CWC22	Gm13696
CWC22	Gm13695
CWC22	Gm13694
CWC22	Gm13698
CWC22	Gm13693
CWC22	Gm13691
CWC22	Gm13697
CWC22	Cwc22
GEMIN2	Gemin2
SPATA41	
CERS3-AS1	
RNU6-322P	Gm23958
PRKXP1	
S1PR1	S1pr1
RNU6-181P	Gm22443
LINC02206	
ADGRA1	Adgra1
HMGN2P47	
AAGAB	Aagab
NFU1P2	
MATR3P3	
OR7A19P	
SVOP	Svop
GPAM	Gpam
ELAPOR1	Elapor1
CEP250-AS1	
FREY1	Frey1
MYH4	
TPRG1-AS2	
HNF4A	Hnf4a
PEX16	Pex16
POGLUT1	Poglut1
HSPE1P9	
LINC03056	
LLPHP3	
SULT6B2P	
LSMEM1	Lsmem1
ANHX	
RPS24P16	
TJP1	Tjp1
DPF3	Dpf3
CASC18	
NPM1P14	
LINC02411	
MYH1	Myh1
HECW2	Hecw2
NOS3	Nos3
VSIG10	Vsig10
OR7E97P	
TRIM42	Trim42
ZFPM2-AS1	
S1PR2	S1pr2
TECTB	Tectb
RPL12P24	
MIR4322	
LARGE2	Large2
OXR1	Oxr1
MRPL4	Mrpl4
DGKG	Dgkg
SYCP3	Gm1993
SYCP3	Gm20736
SYCP3	Slxl1
SYCP3	Gm773
SYCP3	Gm14819
SYCP3	Gm20792
SYCP3	Gm10488
SYCP3	Gm2012
SYCP3	Gm28891
SYCP3	Gm28510
SYCP3	Gm10147
SYCP3	Gm16405
SYCP3	Gm20869
SYCP3	Gm21865
SYCP3	Gm20894
SYCP3	Gm21518
SYCP3	Gm5934
SYCP3	Gm20850
SYCP3	Gm20890
SYCP3	Gm35134
SYCP3	Gm21627
SYCP3	Gm20905
SYCP3	Gm6121
SYCP3	Gm4297
SYCP3	3830403N18Rik
SYCP3	Gm21173
SYCP3	Gm21258
SYCP3	Gm4836
SYCP3	Gm2030
SYCP3	Gm10058
SYCP3	Gm14632
SYCP3	Gm20838
SYCP3	Gm28870
SYCP3	Gm20837
SYCP3	Gm20931
SYCP3	1700013H16Rik
SYCP3	Gm29564
SYCP3	Gm21366
SYCP3	Gm5168
SYCP3	Gm20824
SYCP3	1700040F15Rik
SYCP3	Gm5935
SYCP3	Gm10096
SYCP3	Gm21256
SYCP3	Gm21497
SYCP3	Gm28919
SYCP3	Gm28102
SYCP3	Gm28576
SYCP3	Gm20906
SYCP3	Gm21317
SYCP3	Gm31571
SYCP3	Xlr
SYCP3	Gm28961
SYCP3	Gm29276
SYCP3	Gm28490
SYCP3	Gm28897
SYCP3	Gm29582
SYCP3	Gm21409
SYCP3	Gm20920
SYCP3	Gm20911
SYCP3	Gm20817
SYCP3	Slx
SYCP3	Gm20903
SYCP3	Gm21861
SYCP3	Gm21488
SYCP3	Gm20855
SYCP3	Gm21094
SYCP3	Gm21477
SYCP3	Gm21739
SYCP3	Gm29554
SYCP3	Gm20883
SYCP3	Gm20908
SYCP3	Gm29110
SYCP3	Gm21858
SYCP3	Gm28553
SYCP3	Gm20888
SYCP3	Gm20897
SYCP3	Gm14525
SYCP3	Sycp3
SYCP3	Gm28827
SYCP3	Gm21117
SYCP3	Gm20937
SYCP3	Gm10487
SYCP3	Gm5169
SYCP3	Gm20929
SYCP3	Gm16430
SYCP3	Gm20916
SYCP3	Gm20843
SYCP3	Gm10486
SYCP3	Gm21760
SYCP3	Gm20835
SYCP3	Gm20820
SYCP3	Gm21209
SYCP3	Gm20896
SYCP3	Gm20814
SYCP3	Sly
SYCP3	Gm30737
SYCP3	Gm21996
SYCP3	Gm20870
SYCP3	Gm21650
SYCP3	Gm10230
SYCP3	Gm28998
SYCP3	Gm29866
SYCP3	Gm21294
SYCP3	Gm21095
MIR6715B	
MIR6715A	
GUCY2GP	
OR11H12	
OR11G2	Or11g1
RPL13	Rpl13
PABPN1	Pabpn1
MYH2	
ZEB1	Zeb1
FBLIM1P2	
LINC02710	
PCNPP3	
CREB3L1	Creb3l1
SDR39U1	Sdr39u1
NT5DC3	Nt5dc3
RPS4XP6	
RBISP2	
OFD1P17	
RN7SL37P	Gm22701
RNU7-75P	
KRT8P33	
HMGB3P17	
CEP120	Cep120
NKD1	Nkd1
MIR4688	
PLA2G3	Pla2g3
LINC02375	
FAM76B	Fam76b
HSPE1P20	
MARK3P1	
MIR3928	
RNF185	Rnf185
FGFR1OP2	Fgfr1op2
ATXN3L	
VCX3B	
CTSA	Ctsa
SLC38A5	Slc38a5
LIMASI	
MIR3181	
LINC02168	
RNA5SP426	
HMGB3P32	
NGB	Ngb
ICAM1	Icam1
TCP1P3	
RNASE3	Ear1
RNASE3	Ear10
RNASE3	Rnase2b
RNASE3	Ear2
RNASE3	Rnase2a
RNASE3	Ear14
RNASE3	Ear6
LINC02366	
RNF185-AS1	
TRAV6	
LIMK2	Limk2
TRAV7	
TRAV8-1	Trav17
TRAV9-1	Trav6d-5
TRAV9-1	Trav6n-5
TRAV9-1	Trav6-5
TRAV10	Trav11d
TRAV10	Trav11
TRAV11	
TRAV12-1	Trav7-5
TRAV12-1	Trav7n-4
TRAV12-1	Trav7n-5
TRAV12-1	Trav7d-5
TRAV12-1	Trav7-3
TRAV12-1	Trav7-6
TRAV12-1	Trav7-4
TRAV12-1	Trav7-1
TRAV12-1	Trav7d-2
TRAV12-1	Trav7-2
TRAV12-1	Trav7n-6
TRAV12-1	Trav7d-3
TRAV12-1	Trav7d-6
TRAV12-1	Trav7d-4
TRAV8-2	
TRAV8-3	Trav17
TRAV13-1	
TRAV12-2	Trav7-5
TRAV12-2	Trav7n-4
TRAV12-2	Trav7n-5
TRAV12-2	Trav7d-5
TRAV12-2	Trav7-3
TRAV12-2	Trav7-6
TRAV12-2	Trav7-4
TRAV12-2	Trav7-1
TRAV12-2	Trav7d-2
TRAV12-2	Trav7-2
TRAV12-2	Trav7n-6
TRAV12-2	Trav7d-3
TRAV12-2	Trav7d-6
TRAV12-2	Trav7d-4
TRAV8-4	
TRAV8-5	
ADGRG1	Adgrg1
TRAV13-2	Trav10n
TRAV13-2	Trav5d-4
TRAV13-2	Trav5-1
TRAV13-2	Trav5n-4
TRAV13-2	Trav10
TRAV13-2	Trav10d
TRAV13-2	Trav5-4
TRAV14DV4	
KLHL6	Klhl6
ABCD2	Abcd2
TRAV9-2	Trav6n-6
TRAV9-2	Trav6-6
TRAV9-2	Trav6-2
TRAV9-2	Trav6-1
TRAV9-2	Trav6-4
TRAV9-2	Trav6d-3
TRAV9-2	Trav6-3
TRAV9-2	Trav6n-7
TRAV9-2	Trav6d-4
TRAV9-2	Trav6d-7
TRAV9-2	Trav6-7-dv9
TRAV9-2	Trav6d-6
TRAV15	
TRAV12-3	Trav7-5
TRAV12-3	Trav7n-4
TRAV12-3	Trav7n-5
TRAV12-3	Trav7d-5
TRAV12-3	Trav7-3
TRAV12-3	Trav7-6
TRAV12-3	Trav7-4
TRAV12-3	Trav7-1
TRAV12-3	Trav7d-2
TRAV12-3	Trav7-2
TRAV12-3	Trav7n-6
TRAV12-3	Trav7d-3
TRAV12-3	Trav7d-6
TRAV12-3	Trav7d-4
TRAV8-6	
TRAV16	
TRAV17	Trav8d-2
TRAV17	Trav8d-1
TRAV17	Trav8-1
TRAV17	Trav8n-2
TRAV18	Trav12n-1
TRAV18	Trav12d-2
TRAV18	Trav12n-3
TRAV18	Trav12d-1
TRAV18	Trav12-2
TRAV18	Trav12n-2
TRAV18	Trav12-1
TRAV18	Trav12-3
TRAV18	Trav12d-3
ICAM4-AS1	
TRAV19	Trav16d-dv11
TRAV19	Trav16
TRAV19	Trav16n
ICAM4	Icam4
TRAV20	
TRAV21	
TRAV22	Trav13n-4
TRAV22	Trav13n-1
TRAV22	Trav13d-4
TRAV22	Trav13d-1
TRAV22	Trav13-2
TRAV22	Trav13-1
TRAV22	Trav13d-2
TRAV22	Trav13n-3
TRAV22	Trav13-5
TRAV22	Trav13d-3
TRAV22	Trav13n-2
TRAV22	Trav13-4-dv7
ASIC3	Asic3
TRAV23DV6	Trav14n-2
TRAV23DV6	Trav14d-1
TRAV23DV6	Trav14d-2
TRAV23DV6	Trav14n-1
